time,frequency,confidence
5.350,111.188,0.806806
5.360,109.098,0.647627
5.370,102.529,0.481616
5.380,99.976,0.642211
5.390,98.044,0.497463
5.400,96.066,0.483307
5.410,93.935,0.219314
5.420,458.528,0.278549
5.430,446.011,0.291213
5.440,138.779,0.409886
5.450,137.149,0.107254
5.460,138.972,0.131375
5.470,137.979,0.470041
5.480,146.713,0.117216
5.490,134.938,0.417015
5.500,137.295,0.518780
5.510,133.400,0.719461
5.520,133.445,0.753344
5.530,133.972,0.700943
5.540,134.568,0.540890
5.550,67.822,0.672417
5.560,68.678,0.737242
5.570,69.916,0.844545
5.580,71.807,0.748960
5.590,73.140,0.586451
5.600,146.324,0.413238
5.610,144.745,0.109976
5.620,136.080,0.119742
5.630,134.698,0.283543
5.640,134.781,0.304430
5.650,44.294,0.025917
5.660,33.770,0.077118
5.670,33.056,0.006849
5.680,55.571,0.006039
5.690,48.388,0.009161
5.700,47.623,0.653986
5.710,47.598,0.499814
5.720,52.710,0.160329
5.730,53.692,0.401110
5.740,55.519,0.308866
5.750,59.590,0.837969
5.760,59.613,0.687115
5.770,56.246,0.325651
5.780,55.484,0.834827
5.790,55.108,0.871939
5.800,32.482,0.145821
5.810,32.518,0.078405
5.820,138.087,0.180173
5.830,135.214,0.287670
5.840,134.491,0.255995
5.850,986.843,0.095862
5.860,140.758,0.135696
5.870,132.261,0.352244
5.880,95.794,0.413662
5.890,96.985,0.712372
5.900,98.313,0.805720
5.910,99.506,0.847762
5.920,101.210,0.865450
5.930,102.974,0.886849
5.940,104.467,0.873960
5.950,105.958,0.816974
5.960,107.707,0.836145
5.970,109.048,0.899614
5.980,110.271,0.920293
5.990,112.929,0.586613
6.000,124.847,0.584309
6.010,128.560,0.620040
6.020,132.770,0.826751
6.030,135.540,0.869225
6.040,137.885,0.826954
6.050,140.873,0.805008
6.060,143.082,0.805776
6.070,143.979,0.748149
6.080,144.426,0.574415
6.090,139.230,0.658907
6.100,136.325,0.628018
6.110,135.420,0.567777
6.120,136.861,0.247625
6.130,55.083,0.108943
6.140,32.777,0.617932
6.150,32.854,0.760885
6.160,32.741,0.603324
6.170,196.725,0.199615
6.180,172.953,0.246438
6.190,183.237,0.394237
6.200,182.420,0.241963
6.210,81.105,0.253542
6.220,74.726,0.161647
6.230,32.381,0.271183
6.240,56.503,0.281786
6.250,36.591,0.353973
6.260,36.618,0.857568
6.270,36.138,0.533462
6.280,35.145,0.064568
